search.year,ID,Authors,Ttitle,Journal,Vol,DOI,Year
2016,110,"Bliege Bird, Rebecca; Tayor, Nyalangka; Codding, Brian F; Bird, Douglas W",Niche construction and Dreaming logic: aboriginal patch mosaic burning and varanid lizards (Varanus gouldii) in Australia.,Proceedings. Biological sciences / The Royal Society,280,,2013
2016,111,"Bird, Rebecca Bliege; Tayor, Nyalangka; Codding, Brian F.; Bird, Douglas W.",Niche construction and Dreaming logic: aboriginal patch mosaic burning and varanid lizards (Varanus gouldii) in Australia,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,280,10.1098/rspb.2013.2297,2013
2016,112,"Schwinning, Susanne; Kelly, Colleen K.","Plant competition, temporal niches and implications for productivity and adaptability to climate change in water-limited environments",FUNCTIONAL ECOLOGY,27,10.1111/1365-2435.12115,2013
2016,113,"Butterfield, Bradley J.; Callaway, Ragan M.",A functional comparative approach to facilitation and its context dependence,FUNCTIONAL ECOLOGY,27,10.1111/1365-2435.12019,2013
2016,114,"Peterson, Megan L.; Rice, Kevin J.; Sexton, Jason P.",Niche partitioning between close relatives suggests trade-offs between adaptation to local environments and competition,ECOLOGY AND EVOLUTION,3,10.1002/ece3.462,2013
2016,115,"Martinez-Tilleria, Karina; Loayza, Andrea P.; Sandquist, Darren R.; Squeo, Francisco A.",No evidence of a trade-off between drought and shade tolerance in seedlings of six coastal desert shrub species in north-central Chile,JOURNAL OF VEGETATION SCIENCE,23,10.1111/j.1654-1103.2012.01427.x,2012
2016,116,"Butterfield, Bradley J.; Briggs, John M.",Regeneration niche differentiates functional strategies of desert woody plant species,OECOLOGIA,165,10.1007/s00442-010-1741-y,2011
2016,117,"Suzan-Azpiri, H.; Malda, G.; Caiceros, A.; Sanchez, A.; Guevara, A.; Garcia, O.",Spatial Analysis for Management and Conservation of Cactaceae and Agavaceae Species in Central Mexico,SPATIAL STATISTICS 2011: MAPPING GLOBAL CHANGE,7,10.1016/j.proenv.2011.07.057,2011
2016,118,"Cipriotti, P. A.; Aguiar, M. R.",Resource partitioning and interactions enable coexistence in a grass-shrub steppe,JOURNAL OF ARID ENVIRONMENTS,74,10.1016/j.jaridenv.2010.05.006,2010
2016,119,"Crumrine, Patrick W.",Size-structured cannibalism between top predators promotes the survival of intermediate predators in an intraguild predation system,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,29,10.1899/09-006.1,2010
2016,120,"Soliveres, S.; DeSoto, L.; Maestre, F. T.; Olano, J. M.",Spatio-temporal heterogeneity in abiotic factors modulate multiple ontogenetic shifts between competition and facilitation,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,12,10.1016/j.ppees.2010.02.003,2010
2016,121,"Kefi, Sonia; van Baalen, Minus; Rietkerk, Max; Loreau, Michel",Evolution of local facilitation in arid ecosystems,AMERICAN NATURALIST,172,10.1086/588066,2008
2016,122,"Valiente-Banuet, Alfonso; Verdu, Miguel",Temporal shifts from facilitation to competition occur between closely related taxa,JOURNAL OF ECOLOGY,96,10.1111/j.1365-2745.2008.01357.x,2008
2016,123,"Miriti, Maria N.",Ontogenetic shift from facilitation to competition in a desert shrub,JOURNAL OF ECOLOGY,94,10.1111/j.1365-2745.2006.01138.x,2006
2016,124,"Krasnov, BR; Mouillot, D; Shenbrot, GI; Khokhlova, IS; Poulin, R",Abundance patterns and coexistence processes in communities of fleas parasitic on small mammals,ECOGRAPHY,28,10.1111/j.0906-7590.2005.04182.x,2005
2016,125,"Preston, CA; Baldwin, IT","Positive and negative signals regulate germination in the post-fire annual, Nicotiana attenuata",ECOLOGY,80,10.1890/0012-9658(1999)080[0481:PANSRG]2.0.CO;2,1999
2016,126,"ANTHONY, RG; SMITH, NS",ECOLOGICAL RELATIONSHIPS BETWEEN MULE DEER AND WHITE-TAILED DEER IN SOUTHEASTERN ARIZONA,ECOLOGICAL MONOGRAPHS,47,10.2307/1942517,1977
2016,127,"Romero, Gustavo Q.; Goncalves-Souza, Thiago; Vieira, Camila; Koricheva, Julia",Ecosystem engineering effects on species diversity across ecosystems: a meta-analysis,BIOLOGICAL REVIEWS,90,10.1111/brv.12138,2015
2016,128,"Martorell, Carlos; Almanza-Celis, Citlali A. I.; Perez-Garcia, Eduardo A.; Sanchez-Ken, Jorge G.","Co-existence in a species-rich grassland: competition, facilitation and niche structure over a soil depth gradient",JOURNAL OF VEGETATION SCIENCE,26,10.1111/jvs.12283,2015
2016,129,"Carvajal, Danny E.; Loayza, Andrea P.; Lopez, Ramiro P.; Toro, Pablo J.; Squeo, Francisco A.",Growth and early seedling survival of four Atacama Desert shrub species under experimental light and water availability regimes,REVISTA CHILENA DE HISTORIA NATURAL,87,10.1186/s40693-014-0028-9,2014
2016,130,"Du, Feng; Shi, Huijun; Zhang, Xingchang; Xu, Xuexuan","Responses of Reactive Oxygen Scavenging Enzymes, Proline and Malondialdehyde to Water Deficits among Six Secondary Successional Seral Species in Loess Plateau",PLOS ONE,9,10.1371/journal.pone.0098872,2014
2016,131,"He, Qiang; Bertness, Mark D.","Extreme stresses, niches, and positive species interactions along stress gradients",ECOLOGY,95,,2014
2016,132,"Alvarez-Yepiz, Juan C.; Burquez, Alberto; Dovciak, Martin",Ontogenetic shifts in plant-plant interactions in a rare cycad within angiosperm communities,OECOLOGIA,175,10.1007/s00442-014-2929-3,2014
2016,133,"Baudena, Mara; Rietkerk, Max",Complexity and coexistence in a simple spatial model for arid savanna ecosystems,THEORETICAL ECOLOGY,6,10.1007/s12080-012-0165-1,2013
2016,134,"Martinez-Tilleria, Karina; Loayza, Andrea P.; Sandquist, Darren R.; Squeo, Francisco A.",No evidence of a trade-off between drought and shade tolerance in seedlings of six coastal desert shrub species in north-central Chile,JOURNAL OF VEGETATION SCIENCE,23,10.1111/j.1654-1103.2012.01427.x,2012
2016,135,"Soliveres, Santiago; Torices, Ruben; Maestre, Fernando T.",Environmental conditions and biotic interactions acting together promote phylogenetic randomness in semi-arid plant communities: new methods help to avoid misleading conclusions,JOURNAL OF VEGETATION SCIENCE,23,10.1111/j.1654-1103.2012.01410.x,2012
2016,136,"He, Qiang; Cui, Baoshan; An, Yuan",The importance of facilitation in the zonation of shrubs along a coastal salinity gradient,JOURNAL OF VEGETATION SCIENCE,22,10.1111/j.1654-1103.2011.01300.x,2011
2016,137,"Chong, Chee-Seng; Hoffmann, Ary A.; Thomson, Linda J.",Local-scale spatial dynamics of ants in a temperate agroecosystem,AUSTRAL ECOLOGY,36,10.1111/j.1442-9993.2010.02155.x,2011
2016,138,"Kambatuku, Jack R.; Cramer, Michael D.; Ward, David",Savanna tree-grass competition is modified by substrate type and herbivory,JOURNAL OF VEGETATION SCIENCE,22,10.1111/j.1654-1103.2010.01239.x,2011
2016,139,"Butterfield, Bradley J.; Briggs, John M.",Regeneration niche differentiates functional strategies of desert woody plant species,OECOLOGIA,165,10.1007/s00442-010-1741-y,2011
2016,140,"Soliveres, Santiago; Eldridge, David J.; Maestre, Fernando T.; Bowker, Matthew A.; Tighe, Matthew; Escudero, Adrian",Microhabitat amelioration and reduced competition among understorey plants as drivers of facilitation across environmental gradients: Towards a unifying framework,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,13,10.1016/j.ppees.2011.06.001,2011
2016,141,"Verdu, Miguel; Jordano, Pedro; Valiente-Banuet, Alfonso",The phylogenetic structure of plant facilitation networks changes with competition,JOURNAL OF ECOLOGY,98,10.1111/j.1365-2745.2010.01731.x,2010
2016,142,"Cipriotti, P. A.; Aguiar, M. R.",Resource partitioning and interactions enable coexistence in a grass-shrub steppe,JOURNAL OF ARID ENVIRONMENTS,74,10.1016/j.jaridenv.2010.05.006,2010
2016,143,"Bowker, Matthew A.; Soliveres, Santiago; Maestre, Fernando T.",Competition increases with abiotic stress and regulates the diversity of biological soil crusts,JOURNAL OF ECOLOGY,98,10.1111/j.1365-2745.2010.01647.x,2010
2016,144,"Diaz-Sierra, R.; Zavala, M. A.; Rietkerk, M.","Positive interactions, discontinuous transitions and species coexistence in plant communities",THEORETICAL POPULATION BIOLOGY,77,10.1016/j.tpb.2009.12.001,2010
2016,145,"Soliveres, S.; DeSoto, L.; Maestre, F. T.; Olano, J. M.",Spatio-temporal heterogeneity in abiotic factors modulate multiple ontogenetic shifts between competition and facilitation,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,12,10.1016/j.ppees.2010.02.003,2010
2016,146,"Gomez-Aparicio, Lorena",The role of plant interactions in the restoration of degraded ecosystems: a meta-analysis across life-forms and ecosystems,JOURNAL OF ECOLOGY,97,10.1111/j.1365-2745.2009.01573.x,2009
2016,147,"Dejenie, Tadesse; Asmelash, Tsehaye; Rousseaux, Sarah; Gebregiorgis, Teklit; Gebrekidan, Abreha; Teferi, Mekonen; Nyssen, Jan; Deckers, Jozef; Van Der Gucht, Katleen; Vyverman, Wim; De Meester, Luc; Declerck, Steven A. J.",Impact of the fish Garra on the ecology of reservoirs and the occurrence of Microcystis blooms in semi-arid tropical highlands: an experimental assessment using enclosures,FRESHWATER BIOLOGY,54,10.1111/j.1365-2427.2009.02209.x,2009
2016,148,"Maestre, Fernando T.; Callaway, Ragan M.; Valladares, Fernando; Lortie, Christopher J.",Refining the stress-gradient hypothesis for competition and facilitation in plant communities,JOURNAL OF ECOLOGY,97,10.1111/j.1365-2745.2008.01476.x,2009
2016,149,"Eranen, Janne K.; Kozlov, Mikhail V.",Interactions between mountain birch seedlings from differentiated populations in contrasting environments of subarctic Russia,PLANT ECOLOGY,200,10.1007/s11258-008-9441-y,2009
2016,150,"Kefi, Sonia; van Baalen, Minus; Rietkerk, Max; Loreau, Michel",Evolution of local facilitation in arid ecosystems,AMERICAN NATURALIST,172,10.1086/588066,2008
2016,151,"Valiente-Banuet, Alfonso; Verdu, Miguel",Temporal shifts from facilitation to competition occur between closely related taxa,JOURNAL OF ECOLOGY,96,10.1111/j.1365-2745.2008.01357.x,2008
2016,152,"Corenblit, Dov; Tabacchi, Enie; Steiger, Johannes; Gurnell, Angela M.",Reciprocal interactions and adjustments between fluvial landforms and vegetation dynamics in river corridors: A review of complementary approaches,EARTH-SCIENCE REVIEWS,84,10.1016/j.earscirev.2007.05.004,2007
2016,153,"Gomez, JM","Long-term effects of ungulates on performance, abundance, and spatial distribution of two montane herbs",ECOLOGICAL MONOGRAPHS,75,10.1890/04-0722,2005
2016,154,"Farji-Brener, AG; Ghermandi, L",Seedling recruitment in a semi-arid Patagonian steppe: Facilitative effects of refuse dumps of leaf-cutting ants,JOURNAL OF VEGETATION SCIENCE,15,10.1658/1100-9233(2004)015[0823:SRIASP]2.0.CO;2,2004
2016,155,"De Pauw, E; Gobel, W; Adam, H",Agrometeorological aspects of agriculture and forestry in the arid zones,AGRICULTURAL AND FOREST METEOROLOGY,103,10.1016/S0168-1923(00)00118-0,2000
